floor,room,number,artist,title,museum,place,memo,rank
B3,1,1,ミケランジェロ,システィーナ礼拝堂天井画および壁画,システィーナ礼拝堂,ヴァティカン,,S
B3,2,2,エル・グレコ,三位一体,プラド美術館,マドリード / スペイン,,B
B3,2,3,エル・グレコ,聖アンデレと聖フランチェスコ,プラド美術館,マドリード / スペイン,,
B3,3,4,エル・グレコ,聖マウリティウスの殉教,エル・エスコリアル美術館,エル・エスコリアル / スペイン,,B
B3,3,5,エル・グレコ,オルガス伯爵の埋葬,サント・トメ聖堂,トレド / スペイン,,A
B3,3,6,エル・グレコ,エル・グレコの祭壇衝立復元,プラド美術館、マドリード、スペイン/ルーマニア国立美術館,ブカレスト / ルーマニア,,
B3,4,137,,聖マルタン聖堂壁画,聖マルタン聖堂,ノアン・ヴィック / フランス,,
B3,5,138,,聖ニコラオス・オルファノス聖堂壁画,聖ニコラオス・オルファノス聖堂,テサロニキ / ギリシア,,
B3,6,7,,秘儀の間,秘儀荘,ポンペイ / イタリア,,B
B3,7,8,,鳥占い師の墓,モンテロッツィ墓地,タルクィニア / イタリア,,
B3,8,9,,貝殻のヴィーナス,貝殻のヴィーナスの家,ポンペイ / イタリア,,
B3,9,10,,大狩猟図,カサーレのローマ別荘,ピアッツァ・アルメリーナ / イタリア,,
B3,9,11,ヴァティカン73の画家,コリントス式オルペ,ヴァティカン美術館,ヴァティカン,,
B3,9,12,スフィンクスの画家,動物のパラダイス,ヴィラ・ジュリア国立博物館,ローマ / イタリア,,
B3,9,13,,プロメテウスを解放するヘラクレス,フィレンツェ国立考古学博物館,フィレンツェ / イタリア,,
B3,9,14,,死者の周りを踊る女たち,ナポリ国立考古学博物館,ナポリ / イタリア,,
B3,9,15,,ヘラクレスとアルキュオネウス,ヴァティカン美術館,ヴァティカン,,
B3,9,16,エクセキアス,ペンテシレイアを殺すアキレウス,大英博物館,ロンドン / イギリス,,
B3,9,17,ソシアスの画家,パトロクロスとアキレウス,ベルリン国立古代博物館,ベルリン / ドイツ,,
B3,9,18,,マケドニア王家の人々,ナポリ国立考古学博物館,ナポリ / イタリア,,
B3,9,19,アキレウスの画家,アキレウス,ヴァティカン美術館,ヴァティカン,,
B3,9,20,,春,ナポリ国立考古学博物館,ナポリ / イタリア,,
B3,9,21,,巨人族の戦い,フェッラーラ国立考古学博物館,フェッラーラ / イタリア,,
B3,9,22,ニオビダイの画家,ギリシア人とアマゾン族の戦い,ナポリ国立考古学博物館,ナポリ / イタリア,,
B3,9,23,,獅子狩り,ペラ考古学博物館,ペラ / ギリシア,,
B3,9,70,,戦士の帰還,ナポリ国立考古学博物館,ナポリ / イタリア,,
B3,9,71,,身づくろいする鳩,カピトリーノ美術館,ローマ / イタリア,,
B3,9,111,,,デロス考古学博物館,デロス / ギリシア,,
B3,9,112,,メナンドロス,メナンドロスの家,ポンペイ / イタリア,,
B3,9,113,,新喜劇の一場面,カスカ・ロングスの家（演劇画の家）,ポンペイ / イタリア,,
B3,9,114,,新喜劇の一場面,ナポリ国立考古学博物館,ナポリ / イタリア,,
B3,9,115,,新喜劇の一場面,ナポリ国立考古学博物館,ナポリ / イタリア,,
B3,9,116,ベルリンの画家,ヘルメスとサテュロス,ベルリン国立古代博物館,ベルリン / ドイツ,,
B3,9,117,,ヴィーナスとヘスペロス,アポロンの家,ポンペイ / イタリア,,
B3,9,118,,吝嗇家カリノスと二人の泥棒,ベルリン国立古代博物館,ベルリン / ドイツ,,
B3,9,119,,悲劇俳優,ナポリ国立考古学博物館,ナポリ / イタリア,,
B3,9,120,,祭の行進,ナポリ国立考古学博物館,ナポリ / イタリア,,
B3,9,121,エウフロニオス,パラエストラ,ベルリン国立古代博物館,ベルリン / ドイツ,,
B3,9,122,ボローニャ417の画家,イソップと狐（?）,ヴァティカン美術館,ヴァティカン,,
B3,9,123,鋳造所の画家,青銅像の制作,ベルリン国立古代博物館,ベルリン / ドイツ,,
B3,9,124,アンティフォンの画家,運動家,ベルリン国立古代博物館,ベルリン / ドイツ,,
B3,9,125,,宴会の場面,ナポリ国立考古学博物館,ナポリ / イタリア,,
B3,9,126,,酩酊したシレノスとサテュロス,クリプトポルティコの家,ポンペイ / イタリア,,
B3,9,127,,酒宴と踊り,ヴィラ・ジュリア国立博物館,ローマ / イタリア,,
B3,10,24,,ポリュフェモスとガラテイア,サケルドス・アマンドゥスの家,ポンペイ / イタリア,,
B3,10,25,,ペルセウスとアンドロメダ,サケルドス・アマンドゥスの家,ポンペイ / イタリア,,
B3,10,26,,アレクサンダー・モザイク,ナポリ国立考古学博物館,ナポリ / イタリア,,A
B3,10,27,,オデュッセイア風景画,ヴァティカン美術館,ヴァティカン,,
B3,10,28,,「単彩の部屋」の壁面装飾,リウィアの家（パラティーノ丘）,ローマ / イタリア,,
B3,10,29,,海浜別荘の風景,ナポリ国立考古学博物館,ナポリ / イタリア,,
B3,11,30,,春のフレスコ,アテネ国立考古学博物館,アテネ / ギリシア,,
B3,11,31,,パリの女,イラクリオン考古学博物館,イラクリオン / ギリシア,,
B3,11,32,,ディピュロンのアンフォラ,アテネ国立考古学博物館,アテネ / ギリシア,,
B3,11,33,アナラトスの画家,プロト・アッティカ式ルトロフォロス,ルーヴル美術館,パリ / フランス,,
B3,11,34,ポリュフェモスの画家,ポリュフェモスの目を突き刺すオデュッセウス （エレウシスのアンフォラ）,エレウシス考古学博物館,エレウシス / ギリシア,,
B3,11,35,ゴルゴンの画家,ペルセウスとゴルゴン,ルーヴル美術館,パリ / フランス,,
B3,11,36,,船出する櫂船に乗り込む男女,大英博物館,ロンドン / イギリス,,
B3,11,37,,婚礼の行列,ヴァティカン美術館,ヴァティカン,,
B3,11,38,キージの画家,キージの壺,ヴィラ・ジュリア国立博物館,ローマ / イタリア,,
B3,11,39,アルケシラスの画家,アルケシラス王,パリ国立図書館,パリ / フランス,,
B3,11,40,エクセキアス,将棋を指すアキレウスとアイアス,ヴァティカン美術館,ヴァティカン,,
B3,11,41,,奉納式,アテネ国立考古学博物館,アテネ / ギリシア,,
B3,11,42,アルゴスの画家,ヘラクレスとフォロス,ヴィラ・ジュリア国立博物館,ローマ / イタリア,,
B3,11,43,プロノモスの画家,神々と巨人族の戦い,アテネ国立考古学博物館,アテネ / ギリシア,,
B3,11,44,リュアンドロスの画家,座るアフロディテ,フィレンツェ国立考古学博物館,フィレンツェ / イタリア,,
B3,11,45,ニオビダイの画家,ニオベの子どもたちの虐殺,ルーヴル美術館,パリ / フランス,,
B3,11,46,,ペルセウスとアンドロメダ,ナポリ国立考古学博物館,ナポリ / イタリア,,
B3,12,47,,宴会の場面,,,,
B3,12,48,,第二様式装飾壁画,秘儀荘（クビクルム16、南壁）,ポンペイ / イタリア,,
B3,12,49,,第二様式装飾壁画,秘儀荘（クビクルム16、北壁）,ポンペイ / イタリア,,
B3,12,50,,サテュロス,秘儀荘,ポンペイ / イタリア,,
B3,12,51,,牧歌的神域風景画,ナポリ国立考古学博物館,ナポリ / イタリア,,
B3,12,52,,イカロスの墜落,果樹園の家,ポンペイ / イタリア,,
B3,12,53,,ヘラクレスとオンファレ,ナポリ国立考古学博物館,ナポリ / イタリア,,
B3,12,54,,エウロペの掠奪,ナポリ国立考古学博物館,ナポリ / イタリア,,
B3,12,55,,第四様式装飾壁画,ナポリ国立考古学博物館,ナポリ / イタリア,,
B3,12,56,,舞台背景画,ナポリ国立考古学博物館,ナポリ / イタリア,,
B3,12,57,,ディアナ,ヴィア・リヴェンツァ地下墓,ローマ / イタリア,,
B3,13,58,,若い女性の肖像,ナポリ国立考古学博物館,ナポリ / イタリア,,
B3,13,59,,宴会の場面,ナポリ国立考古学博物館,ナポリ / イタリア,,
B3,13,60,,鶏と果実,クリプトポルティコの家,ポンペイ / イタリア,,
B3,13,61,,パン屋の夫妻,ナポリ国立考古学博物館,ナポリ / イタリア,,
B3,13,62,,婦人の肖像,ルーヴル美術館,パリ / フランス,,
B3,13,63,,静物,ナポリ国立考古学博物館,ナポリ / イタリア,,
B3,13,64,ボレアスの画家,ヘレネを追いかけるテセウス,フェッラーラ国立考古学博物館,フェッラーラ / イタリア,,
B3,13,65,,ナイル川の風景,ナポリ国立考古学博物館,ナポリ / イタリア,,
B3,13,66,,庭園図,果樹園の家,ポンペイ / イタリア,,
B3,13,67,,ナイル・モザイク,パレストリーナ国立考古学博物館,パレストリーナ / イタリア,,
B3,13,68,,牡牛をほふるミトラス神,ミトラス教礼拝堂,サンタ・マリーア・カプア・ヴェテレ / イタリア,,
B3,13,69,,第二様式装飾壁画,パラティーノ陳列館,ローマ / イタリア,,
B3,14,72,ディノスの画家,ディオニュソス、マイナスとサテュロス,ベルリン国立古代博物館,ベルリン / ドイツ,,
B3,14,73,Cの画家,アテナの誕生、戦車、パリスの審判,ルーヴル美術館,パリ / フランス,,
B3,14,74,,アポロンとダフネ,エフェボの家,ポンペイ / イタリア,,
B3,14,75,エクセキアス,海を渡るディオニュソス,ミュンヘン国立古代収集館,ミュンヘン / ドイツ,,
B3,14,76,クレイティアス,フランソワの壺,フィレンツェ国立考古学博物館,フィレンツェ / イタリア,,
B3,14,77,フィアレの画家,幼児ディオニュソスを抱くヘルメス,ヴァティカン美術館,ヴァティカン,,
B3,14,78,アルタムラの画家,ディオニュソスの誕生,フェッラーラ国立考古学博物館,フェッラーラ / イタリア,,
B3,14,79,,ペンテウスの虐殺,ヴェッティの家,ポンペイ / イタリア,,
B3,14,80,,マルスとヴィーナス,M・ルクレティウス・フロントの家,ポンペイ / イタリア,,
B3,14,81,ピストクセノスの画家,ガチョウに乗るアフロディテ,大英博物館,ロンドン / イギリス,,
B3,14,82,フィレンツェの画家,ケンタウロスと戦うテセウス,フィレンツェ国立考古学博物館,フィレンツェ / イタリア,,
B3,14,83,ドゥーリス,龍の口から吹き出されるイアソン,ヴァティカン美術館,ヴァティカン,,
B3,14,84,,第三様式装飾壁画,M・ルクレティウス・フロントの家,ポンペイ / イタリア,,
B3,14,85,,解放者テセウス,ナポリ国立考古学博物館,ナポリ / イタリア,,
B3,14,86,,解放者テセウス,ナポリ国立考古学博物館,ナポリ / イタリア,,
B3,14,87,,アリアドネを発見するディオニュソス,ナポリ国立考古学博物館,ナポリ / イタリア,,
B3,14,88,,パリスの審判,ルーヴル美術館,パリ / フランス,,
B3,14,89,,リュコメデス王の宮廷でのアキレウスの発見,ナポリ国立考古学博物館,ナポリ / イタリア,,
B3,14,90,,ヘファイストスの工房を訪れたテティス,ナポリ国立考古学博物館,ナポリ / イタリア,,
B3,15,91,,アキレウスとトロイロス,牡牛の墓,タルクィニア / イタリア,,
B3,15,92,ペンテシレイアの画家,アキレウスとペンテシレイア,ミュンヘン国立古代収集館,ミュンヘン / ドイツ,,
B3,15,93,ミカーリの画家（工房）,アキレウスとトロイロス,ヴィラ・ジュリア国立博物館,ローマ / イタリア,,
B3,15,94,,トロイアの木馬,メナンドロスの家,ポンペイ / イタリア,,
B3,15,95,,アエネアスとイアピュクス,ナポリ国立考古学博物館,ナポリ / イタリア,,
B3,15,96,,カッサンドラとアイアス,メナンドロスの家,ポンペイ / イタリア,,
B3,15,97,ヘクトルの画家,出陣のヘクトル,ヴァティカン美術館,ヴァティカン,,
B3,15,98,レアグロス・グループ,ヘラクレスとケルベロス,ヴァティカン美術館,ヴァティカン,,
B3,15,99,,アキレウスとブリセイス,ナポリ国立考古学博物館,ナポリ / イタリア,,
B3,15,100,,蛇を絞め殺す幼児ヘラクレス,ヴェッティの家,ポンペイ / イタリア,,
B3,15,101,,アキレウスとケイロン,ナポリ国立考古学博物館,ナポリ / イタリア,,
B3,15,102,,ペルセウスとアンドロメダ,ナポリ国立考古学博物館,ナポリ / イタリア,,
B3,15,103,,アルテミスの水浴を覗くアクタイオン,果樹園の家,ポンペイ / イタリア,,
B3,15,104,,ヘラクレスとテレフォス,ナポリ国立考古学博物館,ナポリ / イタリア,,
B3,15,105,,メデイアと子ども,ナポリ国立考古学博物館,ナポリ / イタリア,,
B3,15,106,,メデイア,ナポリ国立考古学博物館,ナポリ / イタリア,,
B3,15,107,,イフィゲネイアの犠牲,ナポリ国立考古学博物館,ナポリ / イタリア,,
B3,15,108,イエナの画家,トリプトレモス,ヴァティカン美術館,ヴァティカン,,
B3,15,109,,ヘレネの返還を求める使者,ヴァティカン美術館,ヴァティカン,,
B3,15,110,,ケンタウロスと猛獣,ベルリン国立古代博物館,ベルリン / ドイツ,,
B3,16,128,,ポンペイ人とヌケリア人の戦い,ナポリ国立考古学博物館,ナポリ / イタリア,,
B3,16,129,ヘラクレイトス,ローマン・モザイク,ヴァティカン美術館,ヴァティカン,,
B3,16,130,,狩りと漁りの墓,狩りと漁りの墓,タルクィニア / イタリア,,
B3,16,131,,働くキューピッド,ヴェッティの家,ポンペイ / イタリア,,
B3,16,132,,アルドブランディーニの婚礼,ヴァティカン美術館,ヴァティカン,,
B3,16,133,,ララリウムの壁画,カウポーナ1,ポンペイ / イタリア,,
B3,16,134,,剣闘士の戦い,パエストゥム国立考古学博物館,パエストゥム / イタリア,,
B3,16,135,,飛び込む男,パエストゥム国立考古学博物館,パエストゥム / イタリア,,
B3,16,136,,,パエストゥム国立考古学博物館,パエストゥム / イタリア,,
B3,17,139,ジョット,スクロヴェーニ礼拝堂壁画,スクロヴェーニ礼拝堂,パドヴァ / イタリア,,A
B3,18,140,,善き羊飼い、オランス、ヨナの物語,サンティ・ピエトロ・工・マルチェッリーノのカタコンベ,ローマ / イタリア,,
B3,18,141,,ウェラティオの墓室壁画,プリシッラのカタコンベ,ローマ / イタリア,,
B3,18,142,,紅海を渡るモーセ,サンタ・マリーア・マッジョーレ聖堂,ローマ / イタリア,,
B3,18,143,,虎狩り,大宮殿モザイク博物館,イスタンブール / トルコ,,
B3,18,144,,ラクダに乗る子どもたち,大宮殿モザイク博物館,イスタンブール / トルコ,,
B3,18,145,,ヨナの物語,アクィレイア大聖堂,アクィレイア / イタリア,,
B3,18,146,,皇帝ユスティニアヌスと随臣たち,サン・ヴィターレ聖堂,ラヴェンナ / イタリア,,
B3,18,147,,皇妃テオドラと侍女たち,サン・ヴィターレ聖堂,ラヴェンナ / イタリア,,
B3,18,148,,,サンタポッリナーレ・ヌオーヴォ聖堂,ラヴェンナ / イタリア,,
B3,18,149,,聖ディミトリオスと並ぶ司教と行政官,アギオス・ディミトリオス聖堂,テサロニキ / ギリシア,,
B3,19,150,,善き羊飼い,,,,
B3,19,151,,マスクと動物のある唐草縁飾り,大宮殿モザイク博物館,イスタンブール / トルコ,,
B3,20,152,,聖テオドール（ パンジャルルク・キリセ）聖堂壁画,聖テオドール聖堂（ パンジャルルク・キリセ） ユルギュップ近郊､カッパドキア(トルコ),,,
B3,21,184,,聖ステパノの殉教,サン=ジェルマン修道院聖堂,オーセール / フランス,,
B3,21,185,,ラザロの蘇生,ザンクト・ゲオルク聖堂,ライヒェナウ島オーバーツェル / ドイツ,,
B3,21,186,,キリストの磔刑,サンタ・マリーア・アンティークァ聖堂 テオドトゥス礼拝堂,ローマ / イタリア,,
B3,21,187,,ベツレヘムヘの旅,サンタ・マリーア・フォリス・ポルタス聖堂,カステルセプリオ / イタリア,,
B3,21,188,,龍を退治する大天使ミカエル,サン・ピエトロ・アル・モンテ聖堂,チヴァーテ / イタリア,,
B3,21,189,,キリストの受難,サンタンジェロ・イン・フォルミス聖堂,カプア / イタリア,,
B3,21,190,,預言者エレミヤ,サン・ヴィンチェンツォ聖堂,ガッリアーノ / イタリア,,
B3,21,191,,福音書記者聖ヨハネの殉教と聖マグヌスの奇跡,アナーニ大聖堂,アナーニ / イタリア,,
B3,21,192,,アゾフ海の子どもの保護,サン・クレメンテ聖堂,ローマ / イタリア,,
B3,21,193,,十字架降下,アクィレイア大聖堂,アクィレイア / イタリア,,
B3,21,203,,聖ラウレンティウスの殉教,修道士の館の礼拝堂,ベルゼ・ラ・ヴィル / フランス,,
B3,21,204,,騎士,サン=ジャン洗礼堂,ポワティエ / フランス,,
B3,21,205,,十字架降下,サン=サヴァン聖堂,サン=サヴァン=シュル=ガルタンプ / フランス,,
B3,21,206,,再臨のキリスト,サン=サヴァン聖堂,サン=サヴァン=シュル=ガルタンプ / フランス,,
B3,22,194,,栄光のキリスト（部分）,カタルーニャ美術館、バルセロナ、スペイン（サン・クリメン聖 堂,タウイ / スペイン旧蔵）,,
B3,22,195,,聖母子,カタルーニャ美術館、バルセロナ,スペイン（サン・ペドロ・デ・ ソルペ聖堂 / スペイン旧蔵）,,
B3,22,196,,受胎告知,カタルーニャ美術館、バルセロナ,スペイン（サン・ペドロ・デ・ ソルペ聖堂 / スペイン旧蔵）,,
B3,22,197,,聖グレゴリウス・マグヌスと聖ベネディクトゥス,ハイリゲン・マリア・アム・ノンベルク女子修道院聖堂,ザルツブルク / オーストリア,,
B3,22,198,,悪魔憑きの男の治癒,ランバッハ修道院聖堂,ランバッハ / オーストリア,,
B3,22,199,,アダムの創造と原罪,プラド美術館、マドリード、スペイン（ラ・ベラ・クルス隠修堂,マデルエロ / スペイン旧蔵）,,
B3,22,200,,アダムとエヴァ,セント・ボトルフ聖堂,ハーダム / イギリス,,
B3,22,201,,十字架降下とキリストの埋葬,ウィンチェスター大聖堂 聖墳墓礼拝堂,ウィンチェスター / イギリス,,
B3,22,202,,毒蛇を火に入れる聖パウロ,カンタベリー大聖堂 セント・アンセルム礼拝堂,カンタベリー / イギリス,,
B3,23,207,,大天使ガブリエル,クルチュラール・キリッセ聖堂（ゲレメ29番）,カッパドキア / トルコ,,
B3,23,208,,キリストの受難と復活,トカル・キリッセ旧聖堂（ゲレメ7番）,カッパドキア / トルコ,,
B3,23,209,,冥府への降下（アナスタシス）,オシオス・ルカス修道院 主聖堂,フォキス / ギリシア,,
B3,23,210,,キリストの洗礼,トカル・キリッセ新聖堂（ゲレメ7番）,カッパドキア / トルコ,,
B3,23,211,,キリストの埋葬と復活,「大鳩小屋」の聖堂（ニキフォロス・フォカス聖堂）,カッパドキア / トルコ,,
B3,23,212,,,カランルック・キリッセ聖堂（ゲレメ23番）,カッパドキア / トルコ,,
B3,23,213,,キリストの逮捕,ダフニ修道院聖堂,アテネ / ギリシア,,
B3,23,214,,キリストのエルサレム入城,パラティーナ礼拝堂,パレルモ / イタリア,,
B3,23,215,,キリストと皇帝コンスタンティヌス9世モノマコスと皇妃ゾイ,ハギア・ソフィア大聖堂,イスタンブール / トルコ,,
B3,23,216,,聖母子と皇帝ヨアンネス2世コムネノスと皇妃イ リニ、その息子アレクシオス・コムネノス,ハギア・ソフィア大聖堂,イスタンブール / トルコ,,
B3,23,217,,キリスト（デイシス）,ハギア・ソフィア大聖堂,イスタンブール / トルコ,,
B3,23,218,,キリストの埋葬（聖母の哀悼）,アギイ・アナルギリ聖堂,カストリア / ギリシア,,
B3,23,219,,十字架降下,スヴェティ・パンテレイモン修道院 主聖堂,ネレズィ / 北マケドニア共和国,,
B3,23,220,,冥府への降下（アナスタシス）,スヴェティ・ジョルジェ聖堂,クルビノーヴォ / 北マケドニア共和国,,
B3,23,221,,キリストの降誕,カリエ・ジャミイ（旧コーラ修道院）,イスタンブール / トルコ,,
B3,23,222,,キリストの降誕と洗礼,パナギア・ペリブレプトス聖堂,ミストラ / ギリシア,,
B3,23,223,,マヌエル・ラスカリス・ハツィケスの肖像,パナギア・パンタナッサ修道院聖堂,ミストラ / ギリシア,,
B3,23,224,,ベツレヘムヘの旅,パナギア・パンタナッサ修道院聖堂,ミストラ / ギリシア,,
B3,24,153,,聖ゲオルギオスと聖テオドロスを伴う玉座の聖母子,アギア・エカテリーニ修道院,シナイ山 / エジプト,,
B3,24,154,,聖ペテロ,アギア・エカテリーニ修道院,シナイ山 / エジプト,,
B3,24,155,,キリスト,アギア・エカテリーニ修道院,シナイ山 / エジプト,,
B3,24,156,,キリストと聖メナス,ルーヴル美術館,パリ / フランス,,
B3,24,157,,デイシスとキリストの生涯,アギア・エカテリーニ修道院,シナイ山 / エジプト,,
B3,24,158,,キリストの受難と復活,アギア・エカテリーニ修道院,シナイ山 / エジプト,,
B3,24,159,,聖ニコラオスとその生涯,アギア・エカテリーニ修道院,シナイ山 / エジプト,,
B3,24,160,,パントクラトールのキリスト,バルジェッロ国立美術館,フィレンツェ / イタリア,,
B3,24,161,,大天使ミカエル,ビザンティン美術館,アテネ / ギリシア,,
B3,24,163,,聖母子,ビザンティン美術館,アテネ / ギリシア,,
B3,24,164,,キリストの変容,ルーヴル美術館,パリ / フランス,,
B3,24,165,,ヤロスラヴリの聖母,トレチャコフ美術館,モスクワ / ロシア,,
B3,24,166,,冥府への降下（アナスタシス）,エルミタージュ美術館,サンクト・ペテルブルグ / ロシア,,
B3,24,167,,ラザロの蘇生,ロシア美術館,サンクト・ペテルブルグ / ロシア,,
B3,24,168,,,ベナキ美術館,アテネ / ギリシア,,
B3,24,169,フェオファン・グレーク（テオファネス）,キリストの変容,トレチャコフ美術館,モスクワ / ロシア,,
B3,24,170,エル・グレコ,東方三博士の礼拝,ベナキ美術館,アテネ / ギリシア,,
B3,24,171,,キリストと十二使徒の祭壇前飾り,カタルーニャ美術館,バルセロナ / スペイン,,
B3,24,172,,聖キリクスと聖女ユリッタの祭壇前飾り（ドゥーロの祭壇前飾り）,カタルーニャ美術館,バルセロナ / スペイン,,
B3,24,173,,ジョフリー・プランタジネットの埋葬用肖像画,テッセ美術館,ル・マン / フランス,,
B3,24,174,,マドンナ・デッラ・クレメンツァ,サンタ・マリーア・イン・トラステーヴェレ聖堂,ローマ / イタリア,,
B3,24,175,コッポ・ディ・マルコヴァルド,玉座の聖母子,サンタ・マリーア・デイ・セルヴィ聖堂,オルヴィエート / イタリア,,
B3,24,176,,丸い玉座の聖母子,ナショナル・ギャラリー,ワシントン / アメリカ,,
B3,24,177,聖フランチェスコの画家,聖フランチェスコと二天使,サンタ・マリーア・デッリ・アンジェリ聖堂,アッシジ / イタリア,,
B3,24,178,,聖フランチェスコと四つの死後の奇跡,サン・フランチェスコ聖堂 宝物館,アッシジ / イタリア,,
B3,24,179,ボナヴェントゥーラ・ベルリンギエーリ,聖フランチェスコとその生涯（ペッシャ祭壇画）,サン・フランチェスコ聖堂,ペッシャ / イタリア,,
B3,24,180,サン・フランチェスコ・バルディの画家,聖フランチェスコとその生涯,サンタ・クローチェ聖堂 バルディ礼拝堂,フィレンツェ / イタリア,,
B3,24,181,ローマ派,祝福を与える玉座のキリスト、聖母、福音書記者聖ヨハネ,ティヴォリ大聖堂,ティヴォリ / イタリア,,
B3,24,182,,十二大祭図（ドデカオルトン）,フィレンツェ大聖堂美術館,フィレンツェ / イタリア,,
B3,24,183,グィード・ダ・シエナ,玉座の聖母子,パラッツォ・プッブリコ（サン・ドメニコ聖堂旧蔵）,シエナ / イタリア,,
B3,25,225,聖フランチェスコの画家,小鳥への説教,サン・フランチェスコ聖堂 下堂,アッシジ / イタリア,,
B3,25,226,聖フランチェスコの画家,十字架上のキリスト,ウンブリア国立美術館,ペルージャ / イタリア,,
B3,25,227,ジョット,小鳥への説教,サン・フランチェスコ聖堂 上堂,アッシジ / イタリア,,
B3,26,228,ジョット,父イサクの祝福を求めるエサウ,サン・フランチェスコ聖堂 上堂,アッシジ / イタリア,,
B3,26,229,,十字架上のキリスト,ピサ国立美術館,ピサ / イタリア,,
B3,26,230,ドゥッチョ,マエスタ（荘厳の聖母）,シエナ大聖堂美術館,シエナ / イタリア,,
B3,26,231,,十字架上のキリスト,ピサ国立美術館,ピサ / イタリア,,
B3,26,232,,「わが唯一の望みの」（「一角獣を従えた貴婦人」より）,クリュニー美術館（国立中世美術館）,パリ / フランス,,
B3,26,233,,貴婦人と龍,アンジェ城タピスリー美術館,アンジェ / フランス,,
B3,26,234,,龍を退治する大天使ミカエル,アンジェ城タピスリー美術館,アンジェ / フランス,,
B3,26,235,ジュンタ・ピサーノ,十字架上のキリスト,サンタ・マリーア・デッリ・アンジェリ聖堂美術館,アッシジ / イタリア,,
B3,26,236,聖フランチェスコの画家,十字架降下と聖母の哀悼,ウンブリア国立美術館,ペルージャ / イタリア,,
B3,26,237,ファエンツァの画家,キリストの降誕、十字架降下とキリストの埋葬,ボローニャ国立絵画館,ボローニャ / イタリア,,
B3,26,238,サン・マルティーノの画家,玉座の聖母子、ヨアキムとアンナの物語,ピサ国立美術館,ピサ / イタリア,,
B3,26,239,,ナルボンヌの祭壇飾り布,ルーヴル美術館,パリ / フランス,,
B3,26,240,アンゲラン・カルトン,アヴィニョンのピエタ,ルーヴル美術館,パリ / フランス,,
B3,27,241,アンドレイ・ルブリョーフ,聖三位一体,トレチャコフ美術館,モスクワ / ロシア,,B
B3,27,242,,聖母子,カリエ・ジャミイ（旧コーラ修道院）,イスタンブール / トルコ,,
B2,28,244,ピエロ・デッラ・フランチェスカ,受胎告知,サン・フランチェスコ聖堂,アレッツォ / イタリア,,
B2,28,245,ジョヴァンニ・ベッリーニ,受胎告知,アカデミア美術館,ヴェネツィア / イタリア,,
B2,28,246,カルロ・クリヴェッリ,受胎告知,ナショナル・ギャラリー,ロンドン / イギリス,,
B2,28,247,フラ・アンジェリコ,受胎告知,サン・マルコ美術館,フィレンツェ / イタリア,,
B2,28,248,サンドロ・ボッティチェッリ,受胎告知,ウフィツィ美術館,フィレンツェ / イタリア,,
B2,28,249,フラ・フィリッポ・リッピ,受胎告知,サン・ロレンツォ聖堂 マルテッリ礼拝堂,フィレンツェ / イタリア,,
B2,29,250,ロヒール・ファン・デル・ウェイデン,受胎告知,ルーヴル美術館,パリ / フランス,,
B2,29,251,アントネッロ・ダ・メッシーナ,受胎告知のマリア,シチリア州立美術館,パレルモ / イタリア,,
B2,29,252,レオナルド・ダ・ヴィンチ,受胎告知,ウフィツィ美術館,フィレンツェ / イタリア,,A
B2,29,253,アンドレーア・デル・サルト,受胎告知,ピッティ美術館,フィレンツェ / イタリア,,
B2,29,254,フェデリーゴ・バロッチ,受胎告知,ヴァティカン美術館,ヴァティカン,,
B2,29,255,ロレンツォ・ロット,受胎告知,レカナーティ市立絵画館,レカナーティ / イタリア,,
B2,29,256,ティントレット,受胎告知,スクオーラ・グランデ・ディ・サン・ロッコ,ヴェネツィア / イタリア,,
B2,30,243,シモーネ・マルティーニ,受胎告知と二聖人,ウフィツィ美術館,フィレンツェ / イタリア,,
B2,30,259,ドゥッチョ,荘厳の聖母（ルチェッライの聖母）,ウフィツィ美術館,フィレンツェ / イタリア,,
B2,30,269,ラファエッロ,小椅子の聖母,ピッティ美術館,フィレンツェ / イタリア,,B
B2,30,292,サンドロ・ボッティチェッリ,ヴィーナスの誕生,ウフィツィ美術館,フィレンツェ / イタリア,,S
B2,30,293,サンドロ・ボッティチェッリ,春（ラ・プリマヴェーラ）,ウフィツィ美術館,フィレンツェ / イタリア,,S
B2,30,294,アンドレーア・マンテーニャ,パルナッソス,ルーヴル美術館,パリ / フランス,,
B2,30,295,ジョルジョーネとティツィアーノ,田園の奏楽,ルーヴル美術館,パリ / フランス,,
B2,31,257,ラファエッロ,アテネの学堂,ヴァティカン宮殿 署名の間,ヴァティカン,,S
B2,31,258,ラファエッロ,聖体の論議,ヴァティカン宮殿 署名の間,ヴァティカン,,
B2,32,260,チマブーエ,荘厳の聖母（サンタ・トリニタの聖母）,ウフィツィ美術館,フィレンツェ / イタリア,,
B2,32,261,ジョット,荘厳の聖母（オンニサンティの聖母）,ウフィツィ美術館,フィレンツェ / イタリア,,
B2,32,262,マゾリーノとマザッチョ,聖アンナと聖母子,ウフィツィ美術館,フィレンツェ / イタリア,,
B2,32,263,ピエロ・デッラ・フランチェスカ,ブレラ祭壇画,ブレラ絵画館,ミラノ / イタリア,,
B2,32,264,フラ・フィリッポ・リッピ,聖母子と二天使,ウフィツィ美術館,フィレンツェ / イタリア,,
